words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14
reimer;5,17E-07;1,39E-06;4,28E-06;7,77E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,90E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
oswald;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;8,75E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
pariah;5,17E-07;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;2,88E-05;2,20E-06;2,62E-06;2,03E-06
dinger;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;3,64E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
wiliki;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;6,31E-05
raster;5,17E-07;5,02E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;0,000527269;0,000433682;2,20E-06;0,000212323;6,31E-05
thinki;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,51E-05;2,20E-06;2,62E-06;2,03E-06
niacin;5,17E-07;1,39E-06;4,28E-06;3,95E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
feloni;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
unfair;7,81E-05;8,37E-06;4,28E-06;7,64E-06;1,24E-06;3,10E-05;2,63E-06;3,91E-06;4,50E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ecstat;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
mishra;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;4,25E-05;2,20E-06;2,62E-06;2,03E-06
rsaref;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;0,000138613;2,20E-06;2,62E-06;2,03E-06
adoubt;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
infant;0,000204813;1,39E-06;4,28E-06;0,000255924;6,93E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;0,000233246;2,62E-06;2,03E-06
cometo;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
causal;2,64E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;5,72E-05;2,62E-06;2,03E-06
oblivi;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
pwhite;1,34E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
gezisi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;6,84E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sincew;1,34E-05;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ahmadi;2,38E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
easyto;1,34E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;1,22E-05
aretri;5,17E-07;8,37E-06;4,28E-06;2,04E-05;1,24E-06;4,52E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sporad;5,17E-07;1,53E-05;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;3,25E-05
robber;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;5,93E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
welder;5,17E-07;1,39E-06;4,28E-06;3,31E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
rsmith;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;3,91E-06;2,77E-05;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
lawmak;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
dictat;7,55E-05;1,39E-06;4,28E-06;7,64E-06;0,000118796;1,69E-05;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
depolo;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
anchor;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
crimin;2,64E-05;1,39E-06;4,28E-06;1,27E-06;0,000335352;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;0,000442288;2,62E-06;2,03E-06
ajteel;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
assort;5,17E-07;6,42E-05;4,28E-06;2,04E-05;7,42E-06;2,82E-06;2,63E-06;3,91E-06;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
nathan;4,71E-05;1,39E-06;0,000153965;3,95E-05;1,24E-06;0,000129813;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;0,000174939
virvir;5,17E-07;1,39E-06;4,28E-06;1,27E-06;3,22E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
tedkik;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;6,84E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
basket;3,10E-06;1,39E-06;4,28E-06;3,31E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;3,25E-05
theeff;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bookof;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
phonet;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;6,82E-05;2,03E-06
theyus;5,17E-07;8,37E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
lairdb;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;7,32E-05
aftera;5,17E-07;8,37E-06;4,28E-06;7,64E-06;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
talaat;5,17E-07;1,39E-06;4,28E-06;1,27E-06;5,69E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
vexcel;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;4,25E-05;2,20E-06;2,62E-06;2,03E-06
sintef;2,38E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;4,30E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;7,32E-05
sabout;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;3,52E-05;2,62E-06;2,03E-06
strike;6,26E-05;2,93E-05;4,28E-06;1,27E-06;0,000174482;2,82E-06;6,84E-05;0,000121115;0,000980154;4,02E-06;1,37E-06;6,82E-05;2,62E-06;2,03E-06
visser;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;4,52E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;3,57E-05;2,20E-06;2,62E-06;2,24E-05
routin;5,17E-07;6,42E-05;4,28E-06;0,000115866;1,24E-06;1,69E-05;1,58E-05;3,91E-06;2,77E-05;0,001070638;0,00099637;0,000233246;0,000343386;7,32E-05
acenet;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;6,25E-05;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
heknow;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
reluct;2,12E-05;1,39E-06;4,28E-06;5,86E-05;4,45E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
texaco;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;4,94E-05;2,20E-06;2,62E-06;3,25E-05
vdcomp;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;8,45E-05;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sylvan;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
darryl;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;0,000226856;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
thelaw;3,67E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
olunan;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;6,84E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
curios;1,34E-05;1,53E-05;4,28E-06;4,58E-05;1,24E-06;1,69E-05;1,58E-05;6,25E-05;3,64E-05;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
swhere;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;1,58E-05;2,34E-05;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
shield;5,17E-07;9,21E-05;4,28E-06;7,64E-06;0,000118796;0,000270915;0,000147221;0,000199254;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
presto;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;6,25E-05;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
adolfo;6,00E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
inanim;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000179719;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bavasi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;3,64E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
nearth;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
totalk;5,69E-06;8,37E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
analys;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;1,58E-05;3,91E-06;3,64E-05;4,02E-06;4,94E-05;0,000112222;8,13E-05;2,03E-06
contra;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
herman;3,10E-06;1,39E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;2,63E-06;0,000121115;1,04E-05;4,43E-05;1,37E-06;7,92E-05;2,62E-06;2,03E-06
awaken;1,09E-05;1,39E-06;4,28E-06;2,04E-05;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ranjan;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,43E-05;1,37E-06;2,20E-06;2,62E-06;2,03E-06
arsivi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;0,000134076;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
smiley;2,64E-05;8,37E-06;4,28E-06;3,31E-05;1,24E-06;5,93E-05;0,000252379;0,00010158;6,23E-05;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
wereal;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
robust;5,17E-07;3,63E-05;4,28E-06;2,67E-05;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;0,000144898;0,000104303;2,20E-06;2,62E-06;1,22E-05
facman;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,00014065;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
shambl;3,10E-06;1,39E-06;2,57E-05;1,27E-06;7,42E-06;2,82E-06;1,58E-05;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
shelbi;5,17E-07;1,39E-06;4,28E-06;7,77E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
caliph;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;6,84E-05;6,25E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jeremi;5,17E-07;1,53E-05;4,28E-06;5,86E-05;1,24E-06;7,34E-05;5,52E-05;0,000121115;1,04E-05;4,02E-06;2,20E-05;2,20E-06;4,19E-05;3,25E-05
bowman;5,17E-07;3,63E-05;4,28E-06;7,77E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
arshad;5,17E-07;3,63E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ocunix;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000296927;1,73E-06;4,02E-06;1,37E-06;2,20E-06;5,50E-05;2,03E-06
getani;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
sunpic;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,51E-05;2,20E-06;2,88E-05;2,03E-06
abstin;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;0,000255251;2,62E-06;1,22E-05
canhav;5,69E-06;1,39E-06;4,28E-06;2,04E-05;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
baldwa;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;5,50E-05;2,03E-06
wether;1,34E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;4,27E-05
schwam;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;4,50E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
outhow;3,10E-06;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,24E-05
rhesus;5,17E-07;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
worsen;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
makeit;1,34E-05;1,39E-06;4,28E-06;7,64E-06;7,42E-06;2,82E-06;1,58E-05;3,91E-06;1,90E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
lofton;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;8,83E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
graham;3,10E-06;0,000133909;4,28E-06;9,68E-05;1,24E-06;2,82E-06;2,63E-06;0,000179719;1,73E-06;4,02E-06;2,88E-05;2,20E-06;2,62E-06;2,03E-06
hislop;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,00014065;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sadder;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
cocain;5,17E-07;1,53E-05;4,28E-06;3,31E-05;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;0,000244249;2,62E-06;2,03E-06
thekey;5,17E-07;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,24E-05
parrot;3,15E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
dvorak;5,17E-07;2,23E-05;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
behold;8,07E-05;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
corval;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;6,23E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
either;0,000975448;0,001249817;4,28E-06;0,000695196;0,000329165;0,000482567;0,000462695;6,25E-05;0,000781006;0,000285772;0,00072875;0,000277255;0,000749682;0,000490236
invinc;5,17E-07;1,39E-06;4,28E-06;7,64E-06;7,42E-06;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,24E-05
jester;5,17E-07;7,11E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;4,50E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;7,32E-05
knowit;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;8,83E-05;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
moslem;7,03E-05;1,39E-06;4,28E-06;1,27E-06;0,000861274;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
lundbi;5,17E-07;1,39E-06;4,28E-06;0,000103133;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
whocan;5,17E-07;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jgfoot;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
rogerd;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
peredo;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;4,62E-05;2,62E-06;2,03E-06
beauti;0,000116888;1,53E-05;4,70E-05;7,13E-05;0,000106422;0,000440237;8,15E-05;0,000160184;0,000140269;4,02E-06;1,37E-06;2,42E-05;4,19E-05;0,000124085
roeber;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;0,00018611;2,03E-06
lgtgah;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;3,64E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hislif;3,10E-06;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
tbrent;2,90E-05;1,39E-06;4,28E-06;7,64E-06;1,24E-06;5,93E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
imight;3,10E-06;1,39E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;1,22E-05
eduyou;5,17E-07;1,39E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;3,25E-05
sherri;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;0,000703079;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
supper;2,38E-05;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
static;5,17E-07;0,000126935;8,98E-05;1,27E-06;1,24E-06;2,82E-06;1,58E-05;8,20E-05;1,73E-06;0,000245522;0,000104303;2,20E-06;0,000592406;2,03E-06
syclon;5,17E-07;1,39E-06;4,28E-06;3,95E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
stevet;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;5,37E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
admiss;8,59E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;1,58E-05;3,91E-06;3,64E-05;4,02E-06;1,37E-06;7,92E-05;2,62E-06;2,03E-06
timeto;1,60E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;5,93E-05;1,58E-05;4,30E-05;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
repuls;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
idioci;2,38E-05;1,39E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
anoint;4,97E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hollin;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;6,23E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
pollut;1,60E-05;8,37E-06;4,28E-06;8,40E-05;1,24E-06;0,000680109;0,000173511;3,91E-06;1,90E-05;4,02E-06;1,37E-06;5,72E-05;2,62E-06;2,03E-06
