Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
11407;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11408;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11409;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11410;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11411;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11412;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11413;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11414;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11415;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11416;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11417;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;4,76E-09;0;0;0;0;0;0;0;0;0;0
11418;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11419;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11420;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11421;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11422;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11423;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11424;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11425;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,20E-12;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11426;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11427;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
xixth;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
11428;8,82E-06;0;0;0;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11429;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11430;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
buggi;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11431;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11432;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11433;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
burma;0;0;0;1,16E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
11434;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11435;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11436;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11437;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11438;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11439;0;0;0;0;0;0;0;0;0;5,11E-06;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tonoi;0;0;0;0;0;0;0;0;0;5,11E-06;0;3,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11440;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11441;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11442;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11443;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11444;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;3,23E-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11445;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11446;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11447;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11448;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11449;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11450;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11451;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11452;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,24E-05;0;0;0;0;0;0;0;0;0;0;0;0;0
11453;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;1,20E-09;0;0;0;0;0;0;0;0;0;0;1,04E-16;0;0;0;0;0;0;0;0;0
11454;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11455;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11456;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11457;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11458;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11459;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11460;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11461;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11462;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26E-10;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11463;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
baiqi;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11464;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11465;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11466;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11467;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
pcciu;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,07E-05;0;0
11468;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11469;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11470;8,82E-06;0;0;0;0;0;0;0;0;5,89E-15;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11471;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11472;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11473;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11474;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11475;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11476;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,26E-05;0;0;0;0;0
11477;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11478;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11479;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11480;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11481;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11482;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;0;0;0;0;0;1,88E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11483;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11484;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;2,20E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11485;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11486;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,07E-05;0;0;0;0;0;0;0;0;0
11487;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11488;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11489;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,23E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11490;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11491;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11492;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11493;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11494;0;0;0;0;0;0;0;0;0;5,11E-06;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11495;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,63E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11496;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11497;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,45E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11498;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;0;0;0;0;0;0;2,46E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11499;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,06E-05;0
11500;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11501;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11502;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45E-05
11503;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,97E-05;0;0;0;0;0;0;0;0;0;0;0;2,55E-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11504;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stood;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11505;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0
11506;0;0;0;0;0;0;0;0;7,87E-06;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11507;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11508;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,09E-11;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
11509;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11510;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,38E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11511;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11512;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,95E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11513;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,05E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11514;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11515;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jonah;0;0;1,26E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,99E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11516;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
imcom;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,79E-05;0;0;0;0;0;0;0
11517;0;6,44E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11518;8,82E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,91E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11519;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pbdes;0;0;0;0,000104726;0;0;0;0;0;0;0,000248508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pdbes;0;0;0;1,16E-05;0;0;0;0;0;0;2,76E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11520;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,98E-15;0;0;0;0;0;0;0;0;0;0;0;0;1,71E-05;0;0;0;0;0;0
11521;0;0;0;0;0;7,36E-06;0;0;0;0;0;0;0;3,48E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11522;0;0;0;0;5,55E-06;0;0;0;0;0;0;0;2,98E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11523;0;0;0;0;0;0;7,38E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,82E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11524;0;0;0;0;0;0;0;7,02E-06;0;0;0;0;0;0;2,77E-05;1,20E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
